Date,Close,High,Low,Open,Volume
,WRCDF,WRCDF,WRCDF,WRCDF,WRCDF
2013-02-14,25.006011962890625,25.006011962890625,24.956883115041045,24.976534654180877,688
2013-02-15,25.006011962890625,25.006011962890625,25.006011962890625,25.006011962890625,0
2013-02-19,25.10426902770996,25.10426902770996,25.10426902770996,25.10426902770996,1013
2013-02-20,25.300779342651367,25.54641797704604,25.300779342651367,25.54641797704604,346
2013-02-21,25.300779342651367,25.300779342651367,25.300779342651367,25.300779342651367,0
2013-02-22,25.300779342651367,25.300779342651367,25.300779342651367,25.300779342651367,0
2013-02-25,26.224380493164062,26.224380493164062,26.224380493164062,26.224380493164062,584
2013-02-26,26.224380493164062,26.224380493164062,26.224380493164062,26.224380493164062,0
2013-02-27,26.224380493164062,26.224380493164062,26.224380493164062,26.224380493164062,0
2013-02-28,26.224380493164062,26.224380493164062,26.224380493164062,26.224380493164062,0
2013-03-01,26.224380493164062,26.224380493164062,26.224380493164062,26.224380493164062,0
2013-03-04,25.69379997253418,25.69379997253418,25.69379997253418,25.69379997253418,902
2013-03-05,26.41106414794922,26.41106414794922,26.41106414794922,26.41106414794922,744
2013-03-06,26.41106414794922,26.41106414794922,26.41106414794922,26.41106414794922,0
2013-03-07,26.283334732055664,26.283334732055664,26.283334732055664,26.283334732055664,130
2013-03-08,26.283334732055664,26.283334732055664,26.283334732055664,26.283334732055664,0
2013-03-11,26.283334732055664,26.283334732055664,26.283334732055664,26.283334732055664,0
2013-03-12,26.086820602416992,26.086820602416992,26.04948342736046,26.04948342736046,1575
2013-03-13,26.13595199584961,26.13595199584961,26.13595199584961,26.13595199584961,150
2013-03-14,25.95909309387207,25.95909309387207,25.95909309387207,25.95909309387207,973
2013-03-15,25.95909309387207,25.95909309387207,25.95909309387207,25.95909309387207,0
2013-03-18,25.95909309387207,25.95909309387207,25.95909309387207,25.95909309387207,0
2013-03-19,26.263681411743164,26.263681411743164,26.263681411743164,26.263681411743164,139
2013-03-20,25.89031410217285,25.89031410217285,25.89031410217285,25.89031410217285,130
2013-03-21,25.855825424194336,25.855825424194336,25.855825424194336,25.855825424194336,118
2013-03-22,25.546417236328125,25.546417236328125,25.546417236328125,25.546417236328125,570
2013-03-25,25.546417236328125,25.546417236328125,25.546417236328125,25.546417236328125,0
2013-03-26,25.546417236328125,25.546417236328125,25.546417236328125,25.546417236328125,0
2013-03-27,26.13595199584961,26.13595199584961,26.13595199584961,26.13595199584961,100
2013-03-28,27.18708610534668,27.18708610534668,27.18708610534668,27.18708610534668,109
2013-04-01,27.18708610534668,27.18708610534668,27.18708610534668,27.18708610534668,0
2013-04-02,27.708040237426758,27.708040237426758,27.708040237426758,27.708040237426758,312
2013-04-03,27.658910751342773,27.658910751342773,27.658910751342773,27.658910751342773,174
2013-04-04,26.332460403442383,26.332460403442383,26.332460403442383,26.332460403442383,2593
2013-04-05,26.332460403442383,26.332460403442383,26.332460403442383,26.332460403442383,0
2013-04-08,26.332460403442383,26.332460403442383,26.332460403442383,26.332460403442383,0
