Date,Open,High,Low,Close,Volume
1/1/2020,7194.89208984375,7254.33056640625,7174.9443359375,7200.17431640625,18565664997
1/2/2020,7202.55126953125,7212.1552734375,6935.27001953125,6985.47021484375,20802083465
1/3/2020,6984.4287109375,7413.71533203125,6914.996094,7344.88427734375,28111481032
1/4/2020,7345.37548828125,7427.3857421875,7309.51416015625,7410.65673828125,18444271275
1/5/2020,7410.45166015625,7544.4970703125,7400.53564453125,7411.3173828125,19725074095
1/6/2020,7410.4521484375,7781.867188,7409.292969,7769.21923828125,23276261598
1/7/2020,7768.68212890625,8178.2158203125,7768.2275390625,8163.6923828125,28767291327
1/8/2020,8161.935547,8396.738281,7956.7744140625,8079.86279296875,31672559265
1/9/2020,8082.2958984375,8082.2958984375,7842.40380859375,7879.0712890625,24045990466
1/10/2020,7878.3076171875,8166.55419921875,7726.77490234375,8166.55419921875,28714583844
1/11/2020,8162.19091796875,8218.359375,8029.64208984375,8037.53759765625,25521165085
1/12/2020,8033.261719,8200.0634765625,8009.05908203125,8192.494141,22903438381
1/13/2020,8189.77197265625,8197.7880859375,8079.70068359375,8144.1943359375,22482910688
1/14/2020,8140.93310546875,8879.511719,8140.93310546875,8827.7646484375,44841784107
1/15/2020,8825.34375,8890.117188,8657.1875,8807.0107421875,40102834650
1/16/2020,8812.4814453125,8846.460938,8612.095703,8723.7861328125,31313981931
1/17/2020,8725.2099609375,8958.1220703125,8677.316406,8929.0380859375,36372139320
1/18/2020,8927.2119140625,9012.1982421875,8827.332031,8942.808594,32337772627
1/19/2020,8941.445313,9164.3623046875,8620.080078,8706.2451171875,34217320471
1/20/2020,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578,26422375678
1/21/2020,8658.9912109375,8755.7060546875,8544.5205078125,8745.894531,24097418512
1/22/2020,8744.210938,8792.994141,8636.7470703125,8680.8759765625,22600204051
1/23/2020,8680.650391,8687.7470703125,8333.6376953125,8406.515625,25770680779
1/24/2020,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,24397913026
1/25/2020,8440.119141,8458.453125,8296.21875,8367.847656,19647331549
1/26/2020,8364.410156,8602.4013671875,8325.498047,8596.830078,22177678796
1/27/2020,8597.308594,8977.726563,8597.308594,8909.8193359375,28647338393
1/28/2020,8912.5244140625,9358.589844,8908.447266,9358.589844,34398744403
1/29/2020,9357.470703,9406.431641,9269.4677734375,9316.6298828125,30682598115
1/30/2020,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792851
1/31/2020,9508.3134765625,9521.7060546875,9230.7763671875,9350.529297,29432489719
2/1/2020,9346.357422,9439.3232421875,9313.2392578125,9392.875,25922656496
2/2/2020,9389.820313,9468.7978515625,9217.824219,9344.365234,30835736946
2/3/2020,9344.683594,9540.3720703125,9248.6337890625,9293.521484,30934096509
2/4/2020,9292.841797,9331.265625,9112.8115234375,9180.962891,29893183716
2/5/2020,9183.416016,9701.2998046875,9163.7041015625,9613.423828,35222060874
2/6/2020,9617.8212890625,9824.619141,9539.818359,9729.8017578125,37628823716
2/7/2020,9726.0029296875,9834.716797,9726.0029296875,9795.943359,34522718159
2/8/2020,9793.070313,9876.7490234375,9678.910156,9865.119141,35172043762
2/9/2020,9863.894531,10129.435546875,9850.392578,10116.673828125,35807884663
2/10/2020,10115.5595703125,10165.76563,9784.5634765625,9856.611328,39386548075
2/11/2020,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,37648059389
2/12/2020,10202.3876953125,10393.611328125,10202.3876953125,10326.05469,43444303830
2/13/2020,10323.96094,10457.626953125,10116.1611328125,10214.3798828125,49356071373
2/14/2020,10211.55078,10321.99609,10125.5341796875,10312.1162109375,43338264162
2/15/2020,10313.8564453125,10341.5556640625,9874.427734,9889.4248046875,43865054831
2/16/2020,9889.179688,10053.96875,9722.386719,9934.433594,43374780305
2/17/2020,9936.560547,9938.8154296875,9507.6376953125,9690.142578,45998298413
2/18/2020,9691.230469,10161.935546875,9632.382813,10141.99609,47271023953
2/19/2020,10143.798828125,10191.67578,9611.2236328125,9633.386719,46992019710
2/20/2020,9629.3251953125,9643.216797,9507.900391,9608.4755859375,44925260237
